strategy,runs,avg_improvement_mean,avg_improvement_std,avg_improvement_min,avg_improvement_max,improved_mean,oz_beaten_mean,avg_best_vs_oz_mean,total_errors,total_oz_errors,wins
contextual_cem,2,728.6500000000001,530.4007965680293,353.6,1103.7,10.0,0.5,-1444.85,0,0,20
