strategy,seed,path,benchmarks,improved,avg_improvement,median_improvement,min_improvement,max_improvement,oz_beaten,avg_best_vs_oz,error_count,oz_error_count
contextual_cem,7,experiments/runs/top_cleanup_quick_size_sweep/contextual_cem_seed7_t12_s8/subset_autotune.json,10,10,1103.7,226.0,21.0,7384.0,0,-1069.8,0,0
contextual_cem,11,experiments/runs/top_cleanup_quick_size_sweep/contextual_cem_seed11_t12_s8/subset_autotune.json,10,10,353.6,202.5,16.0,1786.0,1,-1819.9,0,0
